ENSP00000000412	ENSG00000003056	M6PR	ENSDARP00000018076	ENSDARG00000018432	m6pr
ENSP00000411012	ENSG00000035681	NSMAF	ENSDARP00000068125	ENSDARG00000051920	nsmaf
ENSP00000411013	ENSG00000160183	TMPRSS3	ENSDARP00000053217	ENSDARG00000053315	tmprss3a
ENSP00000411073	ENSG00000106635	BCL7B	ENSDARP00000152977	ENSDARG00000111877	bcl7ba
ENSP00000411145	ENSG00000128610	FEZF1	ENSDARP00000007655	ENSDARG00000010270	fezf1
ENSP00000411177	ENSG00000082515	MRPL22	ENSDARP00000146997	ENSDARG00000109961	mrpl22
ENSP00000411339	ENSG00000177943	MAMDC4	ENSDARP00000132661	ENSDARG00000087633	si:dkey-11o18.5
ENSP00000411355	ENSG00000081237	PTPRC	ENSDARP00000096384	ENSDARG00000071437	ptprc
ENSP00000411418	ENSG00000115839	RAB3GAP1	ENSDARP00000132110	ENSDARG00000098079	rab3gap1
ENSP00000411471	ENSG00000161204	ABCF3	ENSDARP00000110864	ENSDARG00000089705	abcf3
ENSP00000411514	ENSG00000187595	ZNF385C	ENSDARP00000113568	ENSDARG00000058154	znf385c
ENSP00000411658	ENSG00000141433	ADCYAP1	ENSDARP00000033245	ENSDARG00000027740	adcyap1b
ENSP00000411719	ENSG00000128309	MPST	ENSDARP00000071960	ENSDARG00000093235	TST
ENSP00000411770	ENSG00000118004	COLEC11	ENSDARP00000146252	ENSDARG00000013266	colec11
ENSP00000411822	ENSG00000261796	ISY1-RAB43	ENSDARP00000087580	ENSDARG00000063466	isy1
ENSP00000411825	ENSG00000170248	PDCD6IP	ENSDARP00000121990	ENSDARG00000025269	pdcd6ip
ENSP00000411848	ENSG00000165406	MARCHF8	ENSDARP00000144109	ENSDARG00000062489	march8
ENSP00000411898	ENSG00000182585	EPGN	ENSDARP00000139060	ENSDARG00000104992	epgn
ENSP00000411932	ENSG00000170807	LMOD2	ENSDARP00000117250	ENSDARG00000045864	lmod2b
ENSP00000411960	ENSG00000133835	HSD17B4	ENSDARP00000136011	ENSDARG00000101239	hsd17b4
ENSP00000412091	ENSG00000111596	CNOT2	ENSDARP00000082816	ENSDARG00000061802	cnot2
ENSP00000412130	ENSG00000072952	IRAG1	ENSDARP00000128726	ENSDARG00000074602	mrvi1
ENSP00000412237	ENSG00000136634	IL10	ENSDARP00000098423	ENSDARG00000078147	il10
ENSP00000412302	ENSG00000071655	MBD3	ENSDARP00000124340	ENSDARG00000061774	mbd3a
ENSP00000412388	ENSG00000232434	AJM1	ENSDARP00000101303	ENSDARG00000076873	unm_hu7912
ENSP00000412698	ENSG00000155229	MMS19	ENSDARP00000126941	ENSDARG00000079067	mms19
ENSP00000412733	ENSG00000117859	OSBPL9	ENSDARP00000091500	ENSDARG00000069298	osbpl9
ENSP00000412763	ENSG00000204740	MALRD1	ENSDARP00000111319	ENSDARG00000090618	malrd1
ENSP00000413017	ENSG00000160050	CCDC28B	ENSDARP00000120515	ENSDARG00000011222	ccdc28b
ENSP00000413029	ENSG00000136197	C7orf25	ENSDARP00000122801	ENSDARG00000057184	C2H7orf25
ENSP00000413100	ENSG00000174109	C16orf91	ENSDARP00000134458	ENSDARG00000100025	si:ch211-231f6.6
ENSP00000413152	ENSG00000079150	FKBP7	ENSDARP00000121219	ENSDARG00000010962	fkbp7
ENSP00000413163	ENSG00000166448	TMEM130	ENSDARP00000131157	ENSDARG00000103789	tmem130
ENSP00000413423	ENSG00000240230	COX19	ENSDARP00000093941	ENSDARG00000063882	cox19
ENSP00000413483	ENSG00000172992	DCAKD	ENSDARP00000082563	ENSDARG00000061638	dcakd
ENSP00000413496	ENSG00000114279	FGF12	ENSDARP00000036436	ENSDARG00000027957	fgf12a
ENSP00000413520	ENSG00000167861	HID1	ENSDARP00000141954	ENSDARG00000100583	hid1b
ENSP00000413572	ENSG00000073536	NLE1	ENSDARP00000122687	ENSDARG00000057105	nle1
ENSP00000413575	ENSG00000005469	CROT	ENSDARP00000007394	ENSDARG00000040352	crot
ENSP00000413632	ENSG00000178460	MCMDC2	ENSDARP00000146592	ENSDARG00000106560	MCMDC2
ENSP00000413645	ENSG00000173065	FAM222B	ENSDARP00000129279	ENSDARG00000078578	fam222bb
ENSP00000413707	ENSG00000172061	LRRC15	ENSDARP00000095023	ENSDARG00000070792	lrrc15
ENSP00000413929	ENSG00000117625	RCOR3	ENSDARP00000115189	ENSDARG00000004502	rcor3
ENSP00000413937	ENSG00000132376	INPP5K	ENSDARP00000141168	ENSDARG00000099563	inpp5ka
ENSP00000413966	ENSG00000230099	TRBV5-4	ENSDARP00000146862	ENSDARG00000110539	CU571382.4
ENSP00000414022	ENSG00000187642	PERM1	ENSDARP00000099984	ENSDARG00000076850	si:ch211-157b11.14
ENSP00000414066	ENSG00000196636	SDHAF3	ENSDARP00000052395	ENSDARG00000036092	sdhaf3
ENSP00000414095	ENSG00000108094	CUL2	ENSDARP00000143406	ENSDARG00000013965	cul2
ENSP00000414302	ENSG00000154548	SRSF12	ENSDARP00000091866	ENSDARG00000086411	srsf10b
ENSP00000414303	ENSG00000176697	BDNF	ENSDARP00000010990	ENSDARG00000018817	bdnf
ENSP00000414321	ENSG00000138326	RPS24	ENSDARP00000091586	ENSDARG00000039347	rps24
ENSP00000414359	ENSG00000129084	PSMA1	ENSDARP00000134179	ENSDARG00000101560	psma1
ENSP00000414376	ENSG00000205542	TMSB4X	ENSDARP00000095248	ENSDARG00000077777	tmsb4x
ENSP00000414390	ENSG00000137691	CFAP300	ENSDARP00000126325	ENSDARG00000000349	cfap300
ENSP00000414398	ENSG00000090520	DNAJB11	ENSDARP00000107433	ENSDARG00000015088	dnajb11
ENSP00000414516	ENSG00000141380	SS18	ENSDARP00000005954	ENSDARG00000002970	ss18
ENSP00000414558	ENSG00000100439	ABHD4	ENSDARP00000137303	ENSDARG00000102887	abhd4
ENSP00000414635	ENSG00000171757	LRRC34	ENSDARP00000084189	ENSDARG00000062235	lrrc34
ENSP00000414670	ENSG00000163380	LMOD3	ENSDARP00000151664	ENSDARG00000110560	CR774178.1
ENSP00000414721	ENSG00000166272	WBP1L	ENSDARP00000009087	ENSDARG00000013245	wbp1la
ENSP00000414786	ENSG00000180694	TMEM64	ENSDARP00000154354	ENSDARG00000113304	tmem64
ENSP00000414851	ENSG00000134759	ELP2	ENSDARP00000104754	ENSDARG00000017199	elp2
ENSP00000414906	ENSG00000132912	DCTN4	ENSDARP00000140168	ENSDARG00000023988	dctn4
ENSP00000414956	ENSG00000108587	GOSR1	ENSDARP00000123309	ENSDARG00000026654	gosr1
ENSP00000414979	ENSG00000073060	SCARB1	ENSDARP00000152539	ENSDARG00000101557	scarb1
ENSP00000415026	ENSG00000224940	PRRT4	ENSDARP00000131983	ENSDARG00000099812	si:dkey-31f5.11
ENSP00000415056	ENSG00000178997	EXD1	ENSDARP00000145238	ENSDARG00000098669	exd1
ENSP00000415078	ENSG00000105298	CACTIN	ENSDARP00000078145	ENSDARG00000059866	cactin
ENSP00000415203	ENSG00000174227	PIGG	ENSDARP00000055816	ENSDARG00000038270	PIGG
ENSP00000415235	ENSG00000189058	APOD	ENSDARP00000110384	ENSDARG00000057437	apodb
ENSP00000415332	ENSG00000187231	SESTD1	ENSDARP00000059447	ENSDARG00000040614	sestd1
ENSP00000415430	ENSG00000075218	GTSE1	ENSDARP00000156507	ENSDARG00000013719	gtse1
ENSP00000415434	ENSG00000085982	USP40	ENSDARP00000095869	ENSDARG00000071197	usp40
ENSP00000415464	ENSG00000161813	LARP4	ENSDARP00000119719	ENSDARG00000078401	larp4aa
ENSP00000415536	ENSG00000163882	POLR2H	ENSDARP00000056187	ENSDARG00000038505	polr2h
ENSP00000415654	ENSG00000147642	SYBU	ENSDARP00000078816	ENSDARG00000060112	sybu
ENSP00000415662	ENSG00000231256	CFAP97D1	ENSDARP00000138586	ENSDARG00000101455	si:ch211-284k5.2
ENSP00000415682	ENSG00000022840	RNF10	ENSDARP00000148544	ENSDARG00000079687	rnf10
ENSP00000415786	ENSG00000135919	SERPINE2	ENSDARP00000041676	ENSDARG00000029353	serpine2
ENSP00000415836	ENSG00000158805	ZNF276	ENSDARP00000155751	ENSDARG00000110991	ZNF276
ENSP00000415998	ENSG00000211584	SLC48A1	ENSDARP00000035010	ENSDARG00000026109	slc48a1b
ENSP00000416002	ENSG00000102100	SLC35A2	ENSDARP00000116702	ENSDARG00000058990	slc35a2
ENSP00000416037	ENSG00000137648	TMPRSS4	ENSDARP00000131889	ENSDARG00000103117	tmprss4a
ENSP00000416050	ENSG00000169490	TM2D2	ENSDARP00000051482	ENSDARG00000035515	tm2d2
ENSP00000416111	ENSG00000158856	DMTN	ENSDARP00000064614	ENSDARG00000013110	dmtn
ENSP00000416125	ENSG00000236699	ARHGEF38	ENSDARP00000103670	ENSDARG00000079377	arhgef38
ENSP00000416128	ENSG00000175334	BANF1	ENSDARP00000053793	ENSDARG00000037009	banf1
ENSP00000416149	ENSG00000104907	TRMT1	ENSDARP00000111075	ENSDARG00000010978	trmt1
ENSP00000416154	ENSG00000233493	TMEM238	ENSDARP00000118611	ENSDARG00000093684	tmem238a
ENSP00000416227	ENSG00000156603	MED19	ENSDARP00000116331	ENSDARG00000009472	med19b
ENSP00000416289	ENSG00000184465	WDR27	ENSDARP00000099173	ENSDARG00000053386	wdr27
ENSP00000416418	ENSG00000197818	SLC9A8	ENSDARP00000027230	ENSDARG00000020699	slc9a8
ENSP00000416515	ENSG00000161513	FDXR	ENSDARP00000149109	ENSDARG00000089369	fdxr
ENSP00000416534	ENSG00000145833	DDX46	ENSDARP00000135125	ENSDARG00000099458	ddx46
ENSP00000416583	ENSG00000023697	DERA	ENSDARP00000008455	ENSDARG00000005897	dera
ENSP00000416645	ENSG00000182134	TDRKH	ENSDARP00000005097	ENSDARG00000053474	tdrkh
ENSP00000416658	ENSG00000172113	NME6	ENSDARP00000094574	ENSDARG00000016138	nme6
ENSP00000416673	ENSG00000229474	PATL2	ENSDARP00000110341	ENSDARG00000089567	patl2
ENSP00000416683	ENSG00000099769	IGFALS	ENSDARP00000122885	ENSDARG00000037836	igfals
ENSP00000416696	ENSG00000107036	RIC1	ENSDARP00000157676	ENSDARG00000108298	RIC1
ENSP00000416739	ENSG00000004700	RECQL	ENSDARP00000091972	ENSDARG00000007175	recql
ENSP00000416892	ENSG00000100129	EIF3L	ENSDARP00000134724	ENSDARG00000101082	eif3s6ip
ENSP00000416951	ENSG00000158545	ZC3H18	ENSDARP00000122210	ENSDARG00000062506	zc3h18
ENSP00000416959	ENSG00000136527	TRA2B	ENSDARP00000016139	ENSDARG00000002168	tra2b
ENSP00000417038	ENSG00000112419	PHACTR2	ENSDARP00000091924	ENSDARG00000027172	phactr2
ENSP00000417052	ENSG00000147155	EBP	ENSDARP00000146738	ENSDARG00000046098	ebp
ENSP00000417122	ENSG00000163689	CFAP20DC	ENSDARP00000120040	ENSDARG00000026086	
ENSP00000417132	ENSG00000163930	BAP1	ENSDARP00000147485	ENSDARG00000063051	bap1
ENSP00000417158	ENSG00000153446	C16orf89	ENSDARP00000102869	ENSDARG00000075345	C3H16orf89
ENSP00000417160	ENSG00000099219	ERMP1	ENSDARP00000151512	ENSDARG00000110653	CABZ01088049.1
ENSP00000417161	ENSG00000101850	GPR143	ENSDARP00000047079	ENSDARG00000034572	gpr143
ENSP00000417185	ENSG00000179403	VWA1	ENSDARP00000099327	ENSDARG00000075468	vwa1
ENSP00000417207	ENSG00000120093	HOXB3	ENSDARP00000072928	ENSDARG00000029263	hoxb3a
ENSP00000417229	ENSG00000144895	EIF2A	ENSDARP00000132954	ENSDARG00000101061	eif2a
ENSP00000417261	ENSG00000175697	GPR156	ENSDARP00000123809	ENSDARG00000086215	gpr156
ENSP00000417303	ENSG00000102349	KLF8	ENSDARP00000080163	ENSDARG00000060661	klf8
ENSP00000417354	ENSG00000173905	GOLIM4	ENSDARP00000021000	ENSDARG00000014545	golim4b
ENSP00000417378	ENSG00000128524	ATP6V1F	ENSDARP00000066962	ENSDARG00000045543	atp6v1f
ENSP00000417510	ENSG00000102710	SUPT20H	ENSDARP00000120953	ENSDARG00000078658	supt20
ENSP00000417544	ENSG00000112514	CUTA	ENSDARP00000120564	ENSDARG00000054288	zgc:63972
ENSP00000417548	ENSG00000170946	DNAJC24	ENSDARP00000037632	ENSDARG00000023927	dnajc24
ENSP00000417557	ENSG00000189283	FHIT	ENSDARP00000098769	ENSDARG00000078195	fhit
ENSP00000417559	ENSG00000169251	NMD3	ENSDARP00000012858	ENSDARG00000015676	nmd3
ENSP00000417573	ENSG00000181704	YIPF6	ENSDARP00000071098	ENSDARG00000054433	yipf6
ENSP00000417580	ENSG00000134330	IAH1	ENSDARP00000021046	ENSDARG00000015765	iah1
ENSP00000417581	ENSG00000123575	FAM199X	ENSDARP00000017054	ENSDARG00000009982	fam199x
ENSP00000417583	ENSG00000117069	ST6GALNAC5	ENSDARP00000057298	ENSDARG00000039220	st6galnac5a
ENSP00000417653	ENSG00000136279	DBNL	ENSDARP00000027911	ENSDARG00000016016	dbnlb
ENSP00000417654	ENSG00000138459	SLC35A5	ENSDARP00000000004	ENSDARG00000000001	slc35a5
ENSP00000417659	ENSG00000163590	PPM1L	ENSDARP00000086614	ENSDARG00000063218	ppm1la
ENSP00000417677	ENSG00000176261	ZBTB8OS	ENSDARP00000020953	ENSDARG00000016368	zbtb8os
ENSP00000417706	ENSG00000150401	DCUN1D2	ENSDARP00000153192	ENSDARG00000116689	dcun1d2a
ENSP00000417763	ENSG00000102030	NAA10	ENSDARP00000095601	ENSDARG00000071060	naa10
ENSP00000417764	ENSG00000119523	ALG2	ENSDARP00000094034	ENSDARG00000070399	alg2
ENSP00000417777	ENSG00000178053	MLF1	ENSDARP00000144799	ENSDARG00000077301	mlf1
ENSP00000417841	ENSG00000185055	EFCAB10	ENSDARP00000129539	ENSDARG00000092825	si:dkey-42p14.3
ENSP00000417864	ENSG00000140350	ANP32A	ENSDARP00000022360	ENSDARG00000006487	anp32a
ENSP00000417939	ENSG00000171130	ATP6V0E2	ENSDARP00000076503	ENSDARG00000059057	atpv0e2
ENSP00000417960	ENSG00000284862	CCDC39	ENSDARP00000141240	ENSDARG00000100981	CCDC39
ENSP00000417972	ENSG00000121542	SEC22A	ENSDARP00000076602	ENSDARG00000078328	sec22a
ENSP00000418001	ENSG00000175066	GK5	ENSDARP00000085784	ENSDARG00000062864	gk5
ENSP00000418008	ENSG00000175110	MRPS22	ENSDARP00000027370	ENSDARG00000018073	mrps22
ENSP00000418037	ENSG00000128604	IRF5	ENSDARP00000067163	ENSDARG00000045681	irf5
ENSP00000418057	ENSG00000113966	ARL6	ENSDARP00000152357	ENSDARG00000113281	arl6
ENSP00000418070	ENSG00000177707	NECTIN3	ENSDARP00000121706	ENSDARG00000006604	nectin3b
ENSP00000418082	ENSG00000197756	RPL37A	ENSDARP00000149337	ENSDARG00000115271	RPL37A
ENSP00000418096	ENSG00000162426	SLC45A1	ENSDARP00000119495	ENSDARG00000004302	slc45a1
ENSP00000418221	ENSG00000146223	RPL7L1	ENSDARP00000062907	ENSDARG00000042864	rpl7l1
ENSP00000418232	ENSG00000010322	NISCH	ENSDARP00000147038	ENSDARG00000043077	nisch
ENSP00000418234	ENSG00000013374	NUB1	ENSDARP00000096299	ENSDARG00000061417	nub1
ENSP00000418268	ENSG00000065328	MCM10	ENSDARP00000067338	ENSDARG00000045815	mcm10
ENSP00000418287	ENSG00000144021	CIAO1	ENSDARP00000076693	ENSDARG00000059212	ciao1
ENSP00000418348	ENSG00000187118	CMC1	ENSDARP00000146123	ENSDARG00000103670	cmc1
ENSP00000418401	ENSG00000144867	SRPRB	ENSDARP00000047012	ENSDARG00000030949	srprb
ENSP00000418458	ENSG00000106686	SPATA6L	ENSDARP00000014739	ENSDARG00000004874	spata6l
ENSP00000418460	ENSG00000122679	RAMP3	ENSDARP00000150084	ENSDARG00000111822	RAMP3
ENSP00000418529	ENSG00000088833	NSFL1C	ENSDARP00000115283	ENSDARG00000087640	nsfl1c
ENSP00000418572	ENSG00000220205	VAMP2	ENSDARP00000073910	ENSDARG00000056877	vamp2
ENSP00000418575	ENSG00000183662	TAFA1	ENSDARP00000104039	ENSDARG00000062357	tafa1a
ENSP00000418589	ENSG00000153266	FEZF2	ENSDARP00000094772	ENSDARG00000070677	fezf2
ENSP00000418617	ENSG00000124783	SSR1	ENSDARP00000138716	ENSDARG00000101627	ssr1
ENSP00000418661	ENSG00000187024	PTRH1	ENSDARP00000134031	ENSDARG00000098206	ptrh1
ENSP00000418668	ENSG00000170681	CAVIN4	ENSDARP00000073748	ENSDARG00000056743	cavin4b
ENSP00000418690	ENSG00000152904	GGPS1	ENSDARP00000134732	ENSDARG00000023627	ggps1
ENSP00000418693	ENSG00000156253	RWDD2B	ENSDARP00000122998	ENSDARG00000055426	rwdd2b
ENSP00000418695	ENSG00000163636	PSMD6	ENSDARP00000094762	ENSDARG00000070674	psmd6
ENSP00000418734	ENSG00000162601	MYSM1	ENSDARP00000148580	ENSDARG00000034693	mysm1
ENSP00000418751	ENSG00000183826	BTBD9	ENSDARP00000090762	ENSDARG00000068983	btbd9
ENSP00000418754	ENSG00000112655	PTK7	ENSDARP00000089232	ENSDARG00000011863	ptk7a
ENSP00000418757	ENSG00000163659	TIPARP	ENSDARP00000138590	ENSDARG00000061841	tiparp
ENSP00000418803	ENSG00000113845	TIMMDC1	ENSDARP00000069984	ENSDARG00000053466	timmdc1
ENSP00000418813	ENSG00000113811	SELENOK	ENSDARP00000132705	ENSDARG00000100823	selenok
ENSP00000418910	ENSG00000198843	SELENOT	ENSDARP00000136996	ENSDARG00000058354	selenot1a
ENSP00000418915	ENSG00000147889	CDKN2A	ENSDARP00000145630	ENSDARG00000037262	cdkn2a/b
ENSP00000418994	ENSG00000163630	SYNPR	ENSDARP00000054734	ENSDARG00000037587	
ENSP00000419005	ENSG00000117597	UTP25	ENSDARP00000011386	ENSDARG00000017696	utp25
ENSP00000419081	ENSG00000129007	CALML4	ENSDARP00000098981	ENSDARG00000075800	calml4a
ENSP00000419087	ENSG00000090266	NDUFB2	ENSDARP00000066903	ENSDARG00000045490	ndufb2
ENSP00000419088	ENSG00000114023	FAM162A	ENSDARP00000123357	ENSDARG00000063344	fam162a
ENSP00000419105	ENSG00000144834	TAGLN3	ENSDARP00000145041	ENSDARG00000115045	tagln3b
ENSP00000419124	ENSG00000168309	FAM107A	ENSDARP00000153113	ENSDARG00000115239	si:ch211-236d3.4
ENSP00000419126	ENSG00000119965	C10orf88	ENSDARP00000112326	ENSDARG00000089828	si:rp71-19m20.1
ENSP00000419129	ENSG00000114054	PCCB	ENSDARP00000116664	ENSDARG00000038910	pccb
ENSP00000419184	ENSG00000185420	SMYD3	ENSDARP00000096007	ENSDARG00000058050	smyd3
ENSP00000419185	ENSG00000119547	ONECUT2	ENSDARP00000126061	ENSDARG00000090387	onecut2
ENSP00000419194	ENSG00000215183	MSMP	ENSDARP00000142784	ENSDARG00000105581	MSMP
ENSP00000419242	ENSG00000127993	RBM48	ENSDARP00000049146	ENSDARG00000033754	rbm48
ENSP00000419243	ENSG00000165060	FXN	ENSDARP00000115873	ENSDARG00000074356	fxn
ENSP00000419258	ENSG00000106565	TMEM176B	ENSDARP00000138585	ENSDARG00000099491	tmem176l.1
ENSP00000419266	ENSG00000106038	EVX1	ENSDARP00000141114	ENSDARG00000100087	evx1
ENSP00000419270	ENSG00000128563	PRKRIP1	ENSDARP00000148549	ENSDARG00000113803	prkrip1
ENSP00000419279	ENSG00000105948	TTC26	ENSDARP00000032176	ENSDARG00000012039	ttc26
ENSP00000419370	ENSG00000156928	MALSU1	ENSDARP00000105998	ENSDARG00000091079	si:zfos-1192g2.3
ENSP00000419371	ENSG00000163512	AZI2	ENSDARP00000137385	ENSDARG00000102419	azi2
ENSP00000419395	ENSG00000185267	CDNF	ENSDARP00000152894	ENSDARG00000112793	cdnf
ENSP00000419417	ENSG00000162642	C1orf52	ENSDARP00000137913	ENSDARG00000103134	C23H1orf52
ENSP00000419422	ENSG00000144891	AGTR1	ENSDARP00000009604	ENSDARG00000018616	agtr1a
ENSP00000419465	ENSG00000018408	WWTR1	ENSDARP00000088304	ENSDARG00000067719	wwtr1
ENSP00000419472	ENSG00000120742	SERP1	ENSDARP00000136391	ENSDARG00000099439	serp1
ENSP00000419475	ENSG00000114744	COMMD2	ENSDARP00000015280	ENSDARG00000003373	commd2
ENSP00000419545	ENSG00000133574	GIMAP4	ENSDARP00000059270	ENSDARG00000040497	BX004816.1
ENSP00000419599	ENSG00000154813	DPH3	ENSDARP00000063643	ENSDARG00000043360	dph3
ENSP00000419705	ENSG00000162456	KNCN	ENSDARP00000131618	ENSDARG00000101899	kncn
ENSP00000419712	ENSG00000187616	MYMK	ENSDARP00000132422	ENSDARG00000103988	mymk
ENSP00000419713	ENSG00000163584	RPL22L1	ENSDARP00000074434	ENSDARG00000010244	rpl22l1
ENSP00000419760	ENSG00000106290	TAF6	ENSDARP00000134854	ENSDARG00000102998	taf6
ENSP00000419765	ENSG00000028310	BRD9	ENSDARP00000023970	ENSDARG00000017143	brd9
ENSP00000419782	ENSG00000164885	CDK5	ENSDARP00000073666	ENSDARG00000056683	cdk5
ENSP00000419851	ENSG00000163655	GMPS	ENSDARP00000097707	ENSDARG00000079848	gmps
ENSP00000419867	ENSG00000196990	FAM163B	ENSDARP00000113065	ENSDARG00000073914	fam163ba
ENSP00000419877	ENSG00000272573	MUSTN1	ENSDARP00000070638	ENSDARG00000054026	mustn1a
ENSP00000419881	ENSG00000182185	RAD51B	ENSDARP00000053846	ENSDARG00000037046	rad51b
ENSP00000419901	ENSG00000240563	L1TD1	ENSDARP00000147752	ENSDARG00000109729	CABZ01073197.1
ENSP00000419923	ENSG00000067082	KLF6	ENSDARP00000037789	ENSDARG00000029072	klf6a
ENSP00000419977	ENSG00000114405	C3orf14	ENSDARP00000138492	ENSDARG00000086324	C11H3orf14
ENSP00000420009	ENSG00000108511	HOXB6	ENSDARP00000002263	ENSDARG00000010630	hoxb6a
ENSP00000420037	ENSG00000185808	PIGP	ENSDARP00000147536	ENSDARG00000038805	pigp
ENSP00000420065	ENSG00000114779	ABHD14B	ENSDARP00000135162	ENSDARG00000100531	abhd14b
ENSP00000420127	ENSG00000123595	RAB9A	ENSDARP00000066197	ENSDARG00000045027	rab9a
ENSP00000420161	ENSG00000121578	B4GALT4	ENSDARP00000139422	ENSDARG00000104042	b4galt4
ENSP00000420176	ENSG00000115350	POLE4	ENSDARP00000016362	ENSDARG00000013016	pole4
ENSP00000420180	ENSG00000175455	CCDC14	ENSDARP00000130704	ENSDARG00000098734	ccdc14
ENSP00000420182	ENSG00000283154	IQCJ-SCHIP1	ENSDARP00000126728	ENSDARG00000035175	schip1
ENSP00000420200	ENSG00000144843	ADPRH	ENSDARP00000108490	ENSDARG00000040712	adprh
ENSP00000420267	ENSG00000148200	NR6A1	ENSDARP00000150789	ENSDARG00000101508	nr6a1a
ENSP00000420270	ENSG00000152332	UHMK1	ENSDARP00000077375	ENSDARG00000059575	uhmk1
ENSP00000420280	ENSG00000178796	RIIAD1	ENSDARP00000141518	ENSDARG00000098861	si:dkey-71b5.6
ENSP00000420296	ENSG00000189334	S100A14	ENSDARP00000117991	ENSDARG00000070702	s100v2
ENSP00000420306	ENSG00000100296	THOC5	ENSDARP00000157356	ENSDARG00000038290	thoc5
ENSP00000420311	ENSG00000125691	RPL23	ENSDARP00000069977	ENSDARG00000053457	rpl23
ENSP00000420357	ENSG00000111832	RWDD1	ENSDARP00000114811	ENSDARG00000015930	rwdd1
ENSP00000420384	ENSG00000077984	CST7	ENSDARP00000134072	ENSDARG00000101340	CABZ01117840.1
ENSP00000420405	ENSG00000265817	FSBP	ENSDARP00000130731	ENSDARG00000101437	fsbp
ENSP00000420443	ENSG00000143771	CNIH4	ENSDARP00000110623	ENSDARG00000087759	cnih4
ENSP00000420465	ENSG00000180537	RNF182	ENSDARP00000081081	ENSDARG00000061049	rnf182
ENSP00000420524	ENSG00000154175	ABI3BP	ENSDARP00000148676	ENSDARG00000111438	abi3bpb
ENSP00000420588	ENSG00000108064	TFAM	ENSDARP00000086442	ENSDARG00000063145	tfam
ENSP00000420616	ENSG00000114126	TFDP2	ENSDARP00000129833	ENSDARG00000042835	tfdp2
ENSP00000420618	ENSG00000110680	CALCA	ENSDARP00000091761	ENSDARG00000056590	calca
ENSP00000420682	ENSG00000151576	QTRT2	ENSDARP00000157237	ENSDARG00000016093	qtrt2
ENSP00000420714	ENSG00000120333	MRPS14	ENSDARP00000089506	ENSDARG00000068305	mrps14
ENSP00000420716	ENSG00000198520	ARMH1	ENSDARP00000099275	ENSDARG00000029859	armh1
ENSP00000420721	ENSG00000176542	USF3	ENSDARP00000099979	ENSDARG00000077431	usf3
ENSP00000420860	ENSG00000164306	PRIMPOL	ENSDARP00000022890	ENSDARG00000033273	primpol
ENSP00000420919	ENSG00000249242	TMEM150C	ENSDARP00000123238	ENSDARG00000069590	tmem150c
ENSP00000420939	ENSG00000250722	SELENOP	ENSDARP00000116562	ENSDARG00000093549	selenop
ENSP00000420966	ENSG00000188981	MSANTD1	ENSDARP00000098216	ENSDARG00000078801	msantd1
ENSP00000421169	ENSG00000188848	BEND4	ENSDARP00000152421	ENSDARG00000113607	BEND4
ENSP00000421180	ENSG00000196782	MAML3	ENSDARP00000115500	ENSDARG00000079552	maml3
ENSP00000421259	ENSG00000174125	TLR1	ENSDARP00000139386	ENSDARG00000100649	tlr1
ENSP00000421275	ENSG00000120519	SLC10A7	ENSDARP00000131861	ENSDARG00000104508	slc10a7
ENSP00000421380	ENSG00000159210	SNF8	ENSDARP00000075332	ENSDARG00000058076	snf8
ENSP00000421508	ENSG00000156136	DCK	ENSDARP00000089270	ENSDARG00000044807	dck
ENSP00000421566	ENSG00000108039	XPNPEP1	ENSDARP00000143421	ENSDARG00000029011	xpnpep1
ENSP00000421592	ENSG00000183684	ALYREF	ENSDARP00000139993	ENSDARG00000077732	alyref
ENSP00000421669	ENSG00000164338	UTP15	ENSDARP00000124648	ENSDARG00000002720	utp15
ENSP00000421725	ENSG00000145321	GC	ENSDARP00000140156	ENSDARG00000089310	gc
ENSP00000421842	ENSG00000129055	ANAPC13	ENSDARP00000116374	ENSDARG00000078435	anapc13
ENSP00000421965	ENSG00000164244	PRRC1	ENSDARP00000065044	ENSDARG00000044304	prrc1
ENSP00000422131	ENSG00000146067	FAM193B	ENSDARP00000131503	ENSDARG00000102831	fam193b
ENSP00000422215	ENSG00000090316	MAEA	ENSDARP00000070240	ENSDARG00000053691	maea
ENSP00000422338	ENSG00000150756	ATPSCKMT	ENSDARP00000111927	ENSDARG00000033451	atpsckmt
ENSP00000422354	ENSG00000138780	GSTCD	ENSDARP00000116055	ENSDARG00000036494	gstcd
ENSP00000422375	ENSG00000198585	NUDT16	ENSDARP00000003749	ENSDARG00000019503	zgc:103759
ENSP00000422421	ENSG00000123219	CENPK	ENSDARP00000123524	ENSDARG00000039616	cenpk
ENSP00000422440	ENSG00000112667	DNPH1	ENSDARP00000103969	ENSDARG00000075730	dnph1
ENSP00000422464	ENSG00000145431	PDGFC	ENSDARP00000069196	ENSDARG00000077588	pdgfc
ENSP00000422473	ENSG00000109133	TMEM33	ENSDARP00000146205	ENSDARG00000041332	tmem33
ENSP00000422557	ENSG00000145494	NDUFS6	ENSDARP00000073559	ENSDARG00000056583	ndufs6
